cliente_id;data_disparo;dia_semana;canal;tipo_campanha;segmento_cliente;genero;faixa_etaria;opt_in_email;opt_in_sms;opt_in_push;opt_in_whatsapp;teve_desconto;pct_desconto;numero_disparos_30d;dias_desde_ultima_compra;frequencia_compras_historica;ticket_medio_historico_brl;abriu;clicou;converteu;valor_compra_brl;categoria_produto;dias_ate_recompra
CLI01621;2025-03-05;Quarta;E-mail;Carrinho Abandonado;Ativo;F;35-44;Sim;Não;Sim;Sim;Não;0;4;76;14;137.16;Sim;Sim;Sim;104.63;Skincare;25
CLI00212;2024-07-26;Sexta;WhatsApp;Promoção Flash;Novo;F;18-24;Não;Sim;Não;Sim;Não;0;4;28;4;151.14;Sim;Sim;Sim;120.57;Skincare;203
CLI01525;2024-08-07;Quarta;E-mail;Cross-sell;VIP;F;45-54;Sim;Sim;Sim;Sim;Sim;20;5;14;22;347.11;Não;Não;Não;0.0;;
CLI00734;2025-02-23;Domingo;E-mail;Carrinho Abandonado;Em Risco;M;25-34;Sim;Sim;Sim;Sim;Não;0;2;116;5;232.95;Sim;Sim;Não;0.0;;
CLI00152;2024-03-02;Sábado;E-mail;Pós-compra;Ativo;F;18-24;Sim;Não;Sim;Não;Sim;10;7;18;24;262.55;Não;Não;Não;0.0;;
CLI00148;2024-05-15;Quarta;E-mail;Aniversário;Em Risco;F;18-24;Sim;Não;Sim;Não;Não;0;1;141;6;235.02;Sim;Não;Não;0.0;;
CLI00759;2025-04-27;Domingo;SMS;Carrinho Abandonado;Ativo;M;35-44;Sim;Sim;Sim;Sim;Não;0;2;31;2;200.54;Sim;Sim;Sim;276.94;Skincare;139
CLI00520;2024-06-01;Sábado;E-mail;Conteúdo/Educativo;Ativo;M;45-54;Sim;Sim;Sim;Sim;Não;0;3;51;4;208.48;Não;Não;Não;0.0;;
CLI01483;2024-03-29;Sexta;E-mail;Cross-sell;VIP;F;25-34;Sim;Sim;Não;Não;Não;0;4;50;8;589.08;Não;Não;Não;0.0;;
CLI01556;2025-05-30;Sexta;SMS;Programa de Fidelidade;Ativo;F;18-24;Sim;Sim;Sim;Sim;Não;0;5;24;9;269.17;Sim;Sim;Sim;341.37;Maquiagem;167
CLI00007;2025-04-21;Segunda;E-mail;Conteúdo/Educativo;Inativo;F;35-44;Sim;Não;Sim;Sim;Não;0;2;204;6;145.7;Não;Não;Não;0.0;;
CLI01017;2024-03-01;Sexta;E-mail;Cross-sell;Inativo;F;55+;Sim;Sim;Sim;Sim;Não;0;6;323;1;168.51;Não;Não;Não;0.0;;
CLI00535;2025-05-07;Quarta;E-mail;Cross-sell;Ativo;F;35-44;Sim;Não;Sim;Sim;Não;0;3;30;2;177.9;Sim;Sim;Não;0.0;;
CLI00261;2024-06-18;Terça;Push;Lançamento de Produto;Inativo;F;35-44;Sim;Sim;Sim;Não;Não;0;5;228;6;177.16;Não;Não;Não;0.0;;
CLI01492;2025-06-23;Segunda;E-mail;Reativação;Novo;F;25-34;Sim;Sim;Não;Sim;Não;0;6;6;1;130.31;Sim;Não;Não;0.0;;
CLI00147;2024-09-09;Segunda;Push;Aniversário;Inativo;F;35-44;Sim;Não;Sim;Não;Não;0;2;346;6;135.77;Não;Não;Não;0.0;;
CLI00824;2024-04-15;Segunda;E-mail;Pós-compra;VIP;F;55+;Sim;Sim;Não;Sim;Não;0;1;58;1;474.85;Não;Não;Não;0.0;;
CLI00570;2025-04-26;Sábado;E-mail;Cross-sell;VIP;F;25-34;Sim;Não;Sim;Sim;Não;0;1;16;20;558.88;Sim;Não;Não;0.0;;
CLI00561;2025-01-18;Sábado;WhatsApp;Reativação;VIP;F;45-54;Sim;Não;Sim;Sim;Não;0;10;58;24;334.92;Não;Não;Não;0.0;;
CLI00397;2024-01-06;Sábado;E-mail;Aniversário;Ativo;F;45-54;Sim;Não;Não;Sim;Não;0;12;79;23;238.96;Não;Não;Não;0.0;;
CLI00862;2025-02-04;Terça;WhatsApp;Lançamento de Produto;Ativo;F;55+;Sim;Sim;Não;Sim;Não;0;7;57;5;179.15;Não;Não;Não;0.0;;
CLI01620;2025-03-25;Terça;E-mail;Promoção Flash;Inativo;M;25-34;Sim;Não;Não;Não;Não;0;3;220;6;169.48;Não;Não;Não;0.0;;
CLI00233;2025-05-06;Terça;WhatsApp;Carrinho Abandonado;Ativo;F;35-44;Sim;Sim;Não;Sim;Não;0;4;35;15;267.21;Sim;Não;Não;0.0;;
CLI01244;2024-10-17;Quinta;E-mail;Programa de Fidelidade;Ativo;M;45-54;Sim;Sim;Sim;Não;Sim;10;5;55;5;235.85;Sim;Não;Não;0.0;;
CLI01121;2024-01-16;Terça;Push;Carrinho Abandonado;Em Risco;F;35-44;Sim;Não;Sim;Sim;Não;0;1;157;3;134.82;Sim;Não;Não;0.0;;
CLI01257;2024-02-08;Quinta;WhatsApp;Promoção Flash;Inativo;F;35-44;Sim;Sim;Sim;Sim;Sim;20;5;483;6;134.72;Não;Não;Não;0.0;;
CLI00464;2024-04-13;Sábado;E-mail;Programa de Fidelidade;Inativo;F;25-34;Sim;Não;Não;Sim;Não;0;1;520;1;111.25;Não;Não;Não;0.0;;
CLI01518;2024-03-19;Terça;E-mail;Programa de Fidelidade;Inativo;F;25-34;Sim;Não;Não;Sim;Sim;25;6;529;1;107.78;Sim;Não;Não;0.0;;
CLI00888;2025-04-28;Segunda;E-mail;Promoção Flash;Novo;M;25-34;Sim;Sim;Sim;Sim;Sim;25;9;14;1;131.11;Não;Não;Não;0.0;;
CLI00243;2025-03-11;Terça;SMS;Reativação;Em Risco;Não informado;35-44;Sim;Sim;Não;Sim;Sim;15;10;138;6;121.14;Não;Não;Não;0.0;;
CLI00613;2024-03-02;Sábado;E-mail;Pós-compra;Inativo;F;25-34;Sim;Não;Sim;Sim;Não;0;10;328;5;104.37;Sim;Não;Não;0.0;;
CLI01004;2025-05-16;Sexta;E-mail;Cross-sell;Em Risco;F;25-34;Sim;Sim;Sim;Sim;Sim;10;1;132;5;236.11;Não;Não;Não;0.0;;
CLI01771;2025-02-25;Terça;SMS;Cross-sell;Ativo;F;35-44;Sim;Sim;Sim;Não;Não;0;2;63;20;174.12;Sim;Sim;Sim;217.17;Skincare;88
CLI00784;2024-12-18;Quarta;SMS;Lançamento de Produto;VIP;F;35-44;Não;Sim;Não;Sim;Não;0;7;50;15;585.06;Não;Não;Não;0.0;;
CLI00951;2024-01-23;Terça;E-mail;Cross-sell;Novo;F;25-34;Sim;Sim;Não;Não;Sim;10;12;12;6;132.68;Não;Não;Não;0.0;;
CLI01291;2024-03-04;Segunda;E-mail;Cross-sell;Em Risco;M;18-24;Sim;Não;Não;Sim;Não;0;4;159;2;207.36;Não;Não;Não;0.0;;
CLI00091;2024-07-26;Sexta;SMS;Programa de Fidelidade;Em Risco;F;25-34;Sim;Sim;Sim;Sim;Não;0;6;141;5;171.15;Sim;Sim;Não;0.0;;
CLI01432;2024-07-07;Domingo;Push;Cross-sell;Ativo;F;25-34;Sim;Sim;Sim;Não;Sim;20;9;35;7;245.28;Não;Não;Não;0.0;;
CLI01457;2024-12-31;Terça;E-mail;Cross-sell;Ativo;F;45-54;Sim;Sim;Sim;Não;Não;0;2;15;16;177.79;Não;Não;Não;0.0;;
CLI00279;2024-02-11;Domingo;E-mail;Cross-sell;VIP;Não informado;55+;Sim;Sim;Sim;Sim;Não;0;10;47;15;555.38;Não;Não;Não;0.0;;
CLI01183;2025-05-24;Sábado;E-mail;Reativação;VIP;F;25-34;Sim;Sim;Sim;Sim;Não;0;4;52;12;407.74;Não;Não;Não;0.0;;
CLI00009;2025-02-14;Sexta;SMS;Reativação;Inativo;M;25-34;Sim;Sim;Não;Sim;Não;0;3;243;3;85.36;Não;Não;Não;0.0;;
CLI01197;2024-03-12;Terça;E-mail;Programa de Fidelidade;Em Risco;F;25-34;Sim;Não;Sim;Não;Não;0;10;148;5;175.31;Não;Não;Não;0.0;;
CLI00060;2024-02-06;Terça;E-mail;Programa de Fidelidade;Em Risco;F;18-24;Sim;Sim;Não;Sim;Não;0;2;112;6;109.61;Não;Não;Não;0.0;;
CLI01102;2024-06-21;Sexta;WhatsApp;Promoção Flash;Ativo;M;25-34;Sim;Não;Sim;Sim;Sim;15;5;77;18;142.61;Não;Não;Não;0.0;;
CLI00976;2024-02-09;Sexta;WhatsApp;Carrinho Abandonado;Novo;F;18-24;Não;Não;Não;Sim;Não;0;2;24;3;147.15;Sim;Sim;Sim;107.58;Kits/Presentes;347
CLI01175;2024-08-10;Sábado;Push;Reativação;Em Risco;F;18-24;Sim;Não;Não;Sim;Não;0;15;151;1;177.48;Não;Não;Não;0.0;;
CLI00073;2024-02-06;Terça;SMS;Lançamento de Produto;Ativo;F;35-44;Não;Sim;Sim;Sim;Sim;5;3;48;7;174.44;Sim;Sim;Não;0.0;;
CLI01053;2024-05-04;Sábado;WhatsApp;Reativação;Inativo;F;25-34;Sim;Não;Sim;Sim;Sim;15;7;277;4;107.62;Sim;Não;Não;0.0;;
CLI01128;2024-08-10;Sábado;WhatsApp;Programa de Fidelidade;Novo;F;45-54;Sim;Sim;Sim;Sim;Sim;20;6;10;4;135.25;Não;Não;Não;0.0;;
CLI00271;2025-05-20;Terça;SMS;Conteúdo/Educativo;Em Risco;F;25-34;Sim;Sim;Sim;Sim;Não;0;5;141;6;197.55;Não;Não;Não;0.0;;
CLI00199;2025-05-20;Terça;E-mail;Promoção Flash;Em Risco;F;25-34;Sim;Não;Não;Sim;Sim;15;6;129;1;181.69;Não;Não;Não;0.0;;
CLI00521;2024-06-18;Terça;Push;Reativação;Novo;M;18-24;Não;Sim;Sim;Sim;Sim;20;4;15;5;131.34;Não;Não;Não;0.0;;
CLI01435;2025-05-12;Segunda;E-mail;Aniversário;Novo;F;45-54;Sim;Sim;Sim;Sim;Não;0;7;18;3;84.54;Não;Não;Não;0.0;;
CLI00206;2024-06-09;Domingo;Push;Carrinho Abandonado;Inativo;M;25-34;Sim;Não;Sim;Sim;Não;0;8;239;3;152.21;Sim;Não;Não;0.0;;
CLI00109;2025-04-12;Sábado;E-mail;Conteúdo/Educativo;Ativo;M;25-34;Sim;Não;Sim;Sim;Não;0;1;66;3;151.11;Não;Não;Não;0.0;;
CLI00961;2024-07-03;Quarta;Push;Reativação;Em Risco;F;25-34;Sim;Não;Sim;Sim;Não;0;3;99;4;190.97;Sim;Sim;Não;0.0;;
CLI00576;2024-09-20;Sexta;E-mail;Promoção Flash;Em Risco;Não informado;55+;Sim;Não;Sim;Sim;Sim;15;6;129;5;149.54;Não;Não;Não;0.0;;
CLI01088;2025-02-03;Segunda;E-mail;Programa de Fidelidade;Ativo;F;25-34;Sim;Sim;Sim;Sim;Não;0;7;30;20;179.03;Não;Não;Não;0.0;;
CLI01571;2024-10-10;Quinta;Push;Conteúdo/Educativo;VIP;M;45-54;Não;Sim;Não;Sim;Não;0;2;41;6;355.1;Sim;Não;Não;0.0;;
CLI00798;2024-05-25;Sábado;E-mail;Cross-sell;Em Risco;F;25-34;Sim;Não;Sim;Sim;Não;0;9;136;6;237.21;Não;Não;Não;0.0;;
CLI00157;2025-03-22;Sábado;Push;Carrinho Abandonado;Novo;F;25-34;Não;Não;Sim;Sim;Não;0;6;28;1;141.05;Não;Não;Não;0.0;;
CLI00188;2024-04-11;Quinta;E-mail;Cross-sell;Em Risco;F;25-34;Sim;Sim;Sim;Não;Não;0;5;100;3;202.79;Não;Não;Não;0.0;;
CLI00021;2025-05-21;Quarta;E-mail;Cross-sell;Novo;F;25-34;Sim;Não;Não;Não;Não;0;2;19;1;84.85;Não;Não;Não;0.0;;
CLI00863;2024-10-24;Quinta;E-mail;Reativação;Novo;M;45-54;Não;Não;Não;Sim;Não;0;9;23;1;142.77;Não;Não;Não;0.0;;
CLI00540;2024-04-30;Terça;E-mail;Promoção Flash;Em Risco;F;25-34;Sim;Sim;Sim;Sim;Sim;10;7;179;3;186.27;Não;Não;Não;0.0;;
CLI00447;2025-05-07;Quarta;E-mail;Cross-sell;Em Risco;F;25-34;Sim;Não;Sim;Sim;Não;0;8;108;5;112.68;Sim;Sim;Não;0.0;;
CLI00904;2024-09-18;Quarta;WhatsApp;Conteúdo/Educativo;Ativo;F;35-44;Sim;Sim;Não;Sim;Sim;25;2;80;10;242.58;Não;Não;Não;0.0;;
CLI01607;2024-10-12;Sábado;WhatsApp;Carrinho Abandonado;Em Risco;F;45-54;Sim;Não;Não;Sim;Sim;15;3;109;5;142.9;Sim;Não;Não;0.0;;
CLI00409;2024-05-19;Domingo;WhatsApp;Carrinho Abandonado;Em Risco;M;25-34;Sim;Sim;Sim;Não;Sim;15;6;108;2;163.99;Sim;Sim;Não;0.0;;
CLI01566;2024-07-15;Segunda;E-mail;Reativação;Ativo;M;35-44;Sim;Sim;Não;Não;Sim;15;3;89;20;160.82;Sim;Não;Não;0.0;;
CLI00986;2025-02-26;Quarta;E-mail;Promoção Flash;Ativo;F;18-24;Sim;Sim;Sim;Não;Sim;15;5;19;8;137.81;Não;Não;Não;0.0;;
CLI01568;2024-09-18;Quarta;E-mail;Promoção Flash;Ativo;F;25-34;Sim;Sim;Sim;Não;Não;0;4;19;8;226.82;Não;Não;Não;0.0;;
CLI00121;2024-08-04;Domingo;WhatsApp;Carrinho Abandonado;Em Risco;F;18-24;Sim;Não;Sim;Não;Não;0;2;146;6;173.0;Sim;Não;Não;0.0;;
CLI01245;2024-11-01;Sexta;E-mail;Conteúdo/Educativo;Ativo;M;18-24;Sim;Sim;Sim;Não;Não;0;6;20;11;144.62;Não;Não;Não;0.0;;
CLI00297;2024-04-09;Terça;E-mail;Programa de Fidelidade;Ativo;F;18-24;Sim;Não;Sim;Sim;Não;0;3;62;10;150.57;Sim;Sim;Sim;151.71;Maquiagem;101
CLI00661;2024-08-09;Sexta;E-mail;Reativação;Ativo;F;18-24;Sim;Sim;Não;Não;Não;0;5;28;24;217.55;Não;Não;Não;0.0;;
CLI00420;2024-05-12;Domingo;SMS;Promoção Flash;VIP;F;45-54;Sim;Sim;Não;Não;Sim;10;2;32;13;478.3;Sim;Sim;Sim;536.42;Cabelo;135
CLI00639;2024-05-03;Sexta;WhatsApp;Reativação;Novo;F;25-34;Sim;Sim;Sim;Sim;Não;0;10;10;5;116.67;Não;Não;Não;0.0;;
CLI01022;2024-07-01;Segunda;E-mail;Reativação;Ativo;M;25-34;Sim;Sim;Não;Sim;Sim;15;3;16;8;187.48;Não;Não;Não;0.0;;
CLI00220;2024-06-04;Terça;E-mail;Pós-compra;Novo;F;18-24;Sim;Sim;Não;Sim;Não;0;7;3;3;148.36;Não;Não;Não;0.0;;
CLI01428;2025-02-01;Sábado;E-mail;Promoção Flash;Ativo;M;25-34;Sim;Sim;Não;Sim;Não;0;10;63;16;139.98;Sim;Não;Não;0.0;;
CLI00566;2024-09-21;Sábado;E-mail;Aniversário;Novo;M;35-44;Sim;Não;Não;Não;Não;0;1;10;5;155.98;Sim;Sim;Sim;216.78;Skincare;315
CLI00577;2024-09-20;Sexta;WhatsApp;Aniversário;Novo;F;35-44;Sim;Sim;Sim;Sim;Não;0;5;14;6;103.24;Sim;Sim;Sim;86.87;Perfumaria;219
CLI00483;2024-08-04;Domingo;WhatsApp;Carrinho Abandonado;Inativo;F;25-34;Sim;Não;Sim;Sim;Não;0;4;499;5;84.11;Não;Não;Não;0.0;;
CLI00718;2024-04-23;Terça;SMS;Promoção Flash;Em Risco;F;55+;Sim;Sim;Sim;Não;Sim;15;4;135;3;213.34;Sim;Sim;Não;0.0;;
CLI00489;2025-06-02;Segunda;E-mail;Conteúdo/Educativo;Ativo;Não informado;45-54;Sim;Não;Não;Sim;Sim;10;9;63;18;258.78;Não;Não;Não;0.0;;
CLI01774;2024-05-10;Sexta;SMS;Lançamento de Produto;Ativo;M;35-44;Não;Sim;Não;Sim;Não;0;6;55;19;155.78;Não;Não;Não;0.0;;
CLI00793;2025-03-12;Quarta;E-mail;Carrinho Abandonado;Em Risco;M;55+;Sim;Sim;Sim;Sim;Não;0;9;118;6;221.87;Não;Não;Não;0.0;;
CLI01534;2024-07-01;Segunda;Push;Aniversário;Novo;F;45-54;Sim;Sim;Sim;Não;Não;0;2;19;6;152.43;Não;Não;Não;0.0;;
CLI00048;2024-04-30;Terça;Push;Carrinho Abandonado;Inativo;F;25-34;Sim;Sim;Sim;Não;Não;0;3;364;5;163.47;Não;Não;Não;0.0;;
CLI00391;2024-08-20;Terça;SMS;Reativação;Novo;F;25-34;Sim;Sim;Sim;Sim;Não;0;4;6;6;112.78;Não;Não;Não;0.0;;
CLI00306;2025-06-29;Domingo;WhatsApp;Reativação;VIP;F;18-24;Sim;Não;Não;Sim;Não;0;3;36;11;468.48;Sim;Não;Não;0.0;;
CLI00029;2024-10-27;Domingo;E-mail;Promoção Flash;Ativo;F;35-44;Sim;Não;Não;Sim;Sim;25;4;54;20;279.77;Não;Não;Não;0.0;;
CLI01112;2024-03-21;Quinta;E-mail;Aniversário;VIP;F;25-34;Sim;Não;Sim;Sim;Não;0;4;20;17;614.32;Não;Não;Não;0.0;;
CLI00666;2024-02-15;Quinta;E-mail;Cross-sell;Ativo;Não informado;25-34;Sim;Sim;Não;Sim;Não;0;2;90;23;161.47;Não;Não;Não;0.0;;
CLI01365;2025-02-02;Domingo;E-mail;Conteúdo/Educativo;Em Risco;F;35-44;Sim;Não;Sim;Sim;Não;0;8;116;1;209.47;Sim;Não;Não;0.0;;
CLI01228;2024-05-20;Segunda;SMS;Cross-sell;Inativo;M;45-54;Sim;Sim;Não;Sim;Não;0;6;438;2;85.57;Sim;Sim;Não;0.0;;
CLI01033;2025-01-29;Quarta;E-mail;Carrinho Abandonado;Em Risco;F;35-44;Sim;Não;Sim;Sim;Não;0;5;167;1;212.47;Não;Não;Não;0.0;;
CLI00234;2024-06-29;Sábado;SMS;Cross-sell;VIP;Não informado;35-44;Sim;Sim;Sim;Sim;Não;0;3;28;15;641.91;Não;Não;Não;0.0;;
CLI00267;2025-04-16;Quarta;SMS;Promoção Flash;Novo;Não informado;35-44;Sim;Sim;Não;Sim;Sim;20;6;20;2;132.61;Não;Não;Não;0.0;;
CLI01203;2024-09-26;Quinta;E-mail;Conteúdo/Educativo;Ativo;F;45-54;Sim;Sim;Sim;Sim;Não;0;4;54;6;240.03;Não;Não;Não;0.0;;
CLI01185;2024-04-08;Segunda;E-mail;Cross-sell;Inativo;F;35-44;Sim;Sim;Não;Não;Sim;20;3;339;2;171.83;Não;Não;Não;0.0;;
CLI00916;2024-01-02;Terça;SMS;Lançamento de Produto;Ativo;M;18-24;Sim;Sim;Não;Não;Não;0;1;90;5;168.14;Sim;Não;Não;0.0;;
CLI00530;2024-09-25;Quarta;WhatsApp;Reativação;VIP;Não informado;25-34;Sim;Sim;Não;Sim;Não;0;4;17;23;632.49;Sim;Sim;Sim;713.62;Skincare;59
CLI01112;2025-01-16;Quinta;E-mail;Reativação;VIP;F;25-34;Sim;Não;Sim;Sim;Não;0;8;40;17;614.32;Não;Não;Não;0.0;;
CLI01308;2024-11-11;Segunda;Push;Programa de Fidelidade;Ativo;M;35-44;Sim;Não;Sim;Sim;Não;0;10;44;13;168.6;Sim;Não;Não;0.0;;
CLI01605;2025-04-25;Sexta;E-mail;Cross-sell;Inativo;M;45-54;Sim;Sim;Sim;Sim;Não;0;6;279;5;77.89;Não;Não;Não;0.0;;
CLI00228;2024-05-20;Segunda;E-mail;Programa de Fidelidade;Em Risco;F;55+;Não;Sim;Sim;Sim;Sim;10;12;156;4;183.69;Não;Não;Não;0.0;;
CLI00478;2025-01-06;Segunda;SMS;Pós-compra;Em Risco;Não informado;35-44;Sim;Sim;Não;Sim;Não;0;5;176;1;198.11;Não;Não;Não;0.0;;
CLI00644;2025-01-01;Quarta;E-mail;Reativação;VIP;F;18-24;Sim;Sim;Não;Sim;Não;0;2;38;15;412.58;Sim;Não;Não;0.0;;
CLI01199;2024-10-17;Quinta;E-mail;Pós-compra;Em Risco;F;18-24;Sim;Não;Sim;Sim;Sim;25;9;127;3;112.16;Não;Não;Não;0.0;;
CLI01493;2025-05-29;Quinta;Push;Cross-sell;Em Risco;F;25-34;Sim;Sim;Sim;Sim;Sim;20;2;164;5;105.51;Não;Não;Não;0.0;;
CLI01399;2025-02-15;Sábado;E-mail;Carrinho Abandonado;Em Risco;M;45-54;Sim;Sim;Não;Não;Não;0;3;178;6;166.6;Sim;Não;Não;0.0;;
CLI01529;2024-08-08;Quinta;E-mail;Reativação;Inativo;M;55+;Sim;Não;Não;Sim;Sim;30;5;406;3;129.81;Não;Não;Não;0.0;;
CLI00730;2025-05-03;Sábado;Push;Carrinho Abandonado;Em Risco;F;25-34;Sim;Não;Sim;Sim;Não;0;5;138;2;126.87;Sim;Não;Não;0.0;;
CLI00259;2024-03-13;Quarta;WhatsApp;Conteúdo/Educativo;Ativo;F;18-24;Sim;Sim;Sim;Sim;Não;0;5;75;14;174.96;Sim;Sim;Não;0.0;;
CLI01673;2025-05-18;Domingo;E-mail;Promoção Flash;Ativo;F;18-24;Sim;Sim;Não;Sim;Sim;25;2;65;3;244.66;Não;Não;Não;0.0;;
CLI01446;2024-02-25;Domingo;E-mail;Promoção Flash;Ativo;F;35-44;Sim;Sim;Não;Sim;Não;0;4;29;22;155.85;Sim;Não;Não;0.0;;
CLI01054;2025-04-25;Sexta;E-mail;Reativação;Em Risco;F;25-34;Sim;Sim;Não;Sim;Não;0;2;125;6;161.15;Sim;Sim;Não;0.0;;
CLI01648;2025-06-24;Terça;SMS;Pós-compra;Ativo;F;45-54;Sim;Sim;Não;Sim;Sim;15;3;76;4;190.83;Sim;Não;Não;0.0;;
CLI00912;2024-09-21;Sábado;E-mail;Pós-compra;Em Risco;F;55+;Sim;Não;Não;Sim;Não;0;12;168;4;229.6;Não;Não;Não;0.0;;
CLI01354;2024-09-21;Sábado;E-mail;Lançamento de Produto;Novo;F;25-34;Sim;Não;Não;Sim;Não;0;4;3;3;82.28;Não;Não;Não;0.0;;
CLI00469;2024-10-21;Segunda;WhatsApp;Reativação;Novo;F;35-44;Sim;Não;Sim;Sim;Não;0;3;28;1;85.13;Sim;Não;Não;0.0;;
CLI00533;2024-01-31;Quarta;Push;Programa de Fidelidade;Ativo;F;45-54;Sim;Não;Sim;Sim;Sim;15;5;38;2;239.62;Sim;Sim;Sim;232.99;Cabelo;73
CLI01271;2024-11-27;Quarta;SMS;Pós-compra;Ativo;F;18-24;Sim;Sim;Não;Sim;Sim;20;2;31;13;250.53;Não;Não;Não;0.0;;
CLI00539;2024-12-01;Domingo;Push;Reativação;VIP;Não informado;35-44;Sim;Sim;Sim;Sim;Não;0;7;46;19;354.05;Não;Não;Não;0.0;;
CLI01149;2024-03-04;Segunda;E-mail;Reativação;VIP;F;25-34;Sim;Sim;Sim;Não;Não;0;1;31;10;670.46;Sim;Não;Não;0.0;;
CLI00058;2024-12-29;Domingo;E-mail;Promoção Flash;Ativo;F;35-44;Sim;Sim;Não;Sim;Sim;20;2;50;21;194.29;Sim;Sim;Sim;176.04;Skincare;66
CLI01058;2024-07-15;Segunda;E-mail;Reativação;Em Risco;F;18-24;Sim;Sim;Não;Não;Não;0;2;109;5;152.86;Não;Não;Não;0.0;;
CLI00719;2025-01-01;Quarta;E-mail;Carrinho Abandonado;VIP;M;35-44;Sim;Sim;Não;Sim;Não;0;6;14;2;571.27;Sim;Não;Não;0.0;;
CLI01131;2024-04-16;Terça;E-mail;Conteúdo/Educativo;Em Risco;F;18-24;Sim;Não;Sim;Sim;Não;0;5;140;1;166.32;Não;Não;Não;0.0;;
CLI00672;2024-06-27;Quinta;SMS;Promoção Flash;Inativo;F;55+;Sim;Sim;Sim;Sim;Não;0;8;513;3;123.48;Sim;Não;Não;0.0;;
CLI00664;2025-02-21;Sexta;E-mail;Programa de Fidelidade;Em Risco;M;18-24;Não;Não;Sim;Não;Sim;15;15;125;6;150.96;Não;Não;Não;0.0;;
CLI00561;2025-03-25;Terça;E-mail;Promoção Flash;VIP;F;45-54;Sim;Não;Sim;Sim;Não;0;2;15;24;334.92;Não;Não;Não;0.0;;
CLI01364;2025-03-15;Sábado;E-mail;Reativação;Ativo;F;35-44;Sim;Sim;Sim;Não;Não;0;10;46;6;168.29;Não;Não;Não;0.0;;
CLI01133;2024-11-12;Terça;E-mail;Pós-compra;Em Risco;F;35-44;Sim;Sim;Sim;Sim;Não;0;4;123;6;192.05;Não;Não;Não;0.0;;
CLI01793;2025-04-30;Quarta;E-mail;Lançamento de Produto;Ativo;F;35-44;Sim;Não;Não;Sim;Não;0;3;64;1;149.46;Não;Não;Não;0.0;;
CLI00065;2024-06-02;Domingo;SMS;Reativação;Ativo;F;25-34;Sim;Sim;Não;Não;Não;0;1;24;4;195.03;Sim;Não;Não;0.0;;
CLI00138;2024-02-02;Sexta;SMS;Pós-compra;Novo;F;25-34;Sim;Não;Não;Não;Sim;20;6;18;1;114.94;Sim;Não;Não;0.0;;
CLI00231;2024-04-23;Terça;E-mail;Cross-sell;Novo;F;25-34;Sim;Sim;Não;Não;Não;0;4;21;2;130.08;Não;Não;Não;0.0;;
CLI00519;2024-09-18;Quarta;E-mail;Pós-compra;Em Risco;M;35-44;Sim;Não;Sim;Sim;Sim;15;7;177;5;214.67;Sim;Não;Não;0.0;;
CLI01423;2024-03-06;Quarta;SMS;Pós-compra;Ativo;F;25-34;Sim;Sim;Não;Sim;Sim;10;1;26;19;226.06;Sim;Não;Não;0.0;;
CLI00271;2025-02-15;Sábado;E-mail;Conteúdo/Educativo;Em Risco;F;25-34;Sim;Sim;Sim;Sim;Sim;15;5;107;6;197.55;Sim;Não;Não;0.0;;
CLI00354;2024-01-12;Sexta;WhatsApp;Reativação;Novo;F;35-44;Não;Sim;Não;Não;Não;0;5;17;5;113.49;Não;Não;Não;0.0;;
CLI01316;2025-03-07;Sexta;E-mail;Pós-compra;Inativo;F;25-34;Sim;Não;Não;Não;Não;0;3;415;2;127.48;Sim;Sim;Não;0.0;;
CLI00880;2024-07-13;Sábado;E-mail;Conteúdo/Educativo;Ativo;F;25-34;Sim;Sim;Sim;Não;Não;0;5;60;13;153.56;Não;Não;Não;0.0;;
CLI00853;2024-03-14;Quinta;SMS;Lançamento de Produto;Ativo;M;35-44;Sim;Sim;Não;Sim;Não;0;6;45;7;247.79;Sim;Sim;Sim;311.01;Corpo;96
CLI01414;2024-07-16;Terça;Push;Lançamento de Produto;Novo;M;35-44;Sim;Sim;Sim;Sim;Não;0;3;30;5;153.6;Sim;Não;Não;0.0;;
CLI00606;2024-10-07;Segunda;E-mail;Reativação;Inativo;F;25-34;Sim;Sim;Não;Sim;Não;0;3;401;6;112.11;Não;Não;Não;0.0;;
CLI00466;2025-04-14;Segunda;Push;Pós-compra;Ativo;F;35-44;Sim;Sim;Não;Sim;Sim;30;4;25;12;213.86;Sim;Não;Não;0.0;;
CLI01533;2024-02-18;Domingo;E-mail;Pós-compra;Ativo;F;35-44;Sim;Sim;Não;Sim;Não;0;7;19;20;179.71;Não;Não;Não;0.0;;
CLI01184;2025-01-07;Terça;WhatsApp;Promoção Flash;Ativo;Não informado;35-44;Sim;Não;Sim;Sim;Não;0;5;74;18;205.85;Sim;Sim;Sim;207.21;Maquiagem;166
CLI01467;2025-02-20;Quinta;SMS;Carrinho Abandonado;Ativo;F;35-44;Não;Sim;Sim;Sim;Não;0;8;49;6;276.13;Sim;Não;Não;0.0;;
CLI00996;2024-01-08;Segunda;E-mail;Promoção Flash;Inativo;M;45-54;Sim;Sim;Sim;Não;Não;0;2;434;5;107.72;Sim;Sim;Não;0.0;;
CLI00320;2024-04-28;Domingo;E-mail;Pós-compra;VIP;M;25-34;Não;Sim;Sim;Sim;Sim;15;9;37;13;348.44;Não;Não;Não;0.0;;
